Subject,Object
Ministry of Energy and Coal Mining,energy ministry
"Ministry of Energy, Utilities, and Climate",energy ministry
Ministry of Petroleum and Energy of Norway,energy ministry
"Ministry of Enterprise, Energy and Communications",energy ministry
2MASS J14382831+8229397,cataclysmic variable star
2MASS J07323341+7241408,cataclysmic variable star
2MASS J20431402+1536021,cataclysmic variable star
2MASS J17532059+2516492,cataclysmic variable star
Line 7,circle route
1968 Belgian Badminton Championships,Belgian Badminton Championships
1967 Belgian Badminton Championships,Belgian Badminton Championships
1966 Belgian Badminton Championships,Belgian Badminton Championships
1965 Belgian Badminton Championships,Belgian Badminton Championships
1964 Belgian Badminton Championships,Belgian Badminton Championships
1963 Belgian Badminton Championships,Belgian Badminton Championships
1962 Belgian Badminton Championships,Belgian Badminton Championships
1961 Belgian Badminton Championships,Belgian Badminton Championships
1960 Belgian Badminton Championships,Belgian Badminton Championships
1959 Belgian Badminton Championships,Belgian Badminton Championships
1958 Belgian Badminton Championships,Belgian Badminton Championships
Following the Leader,memorial
Saint sépulcre de Marienthal,relief sculpture
Mother and Children Playing,relief sculpture
Following the Leader,relief sculpture
Lincoln Township,township of Kansas
Risley Township,township of Kansas
Clifford Township,township of Kansas
Centre Township,township of Kansas
Leicester's Church,church ruin
St Bartholomew's Church,church ruin
Church of Saint James the Greater,church building
St Bartholomew's Church,church building
Santi Simone e Giuda,church building
Church of St. Denis,church building
Bourg-en-Bresse Cathedral,church building
"Collégiate church Saint-Martin, Picquigny",church building
Propositura di San Niccolò,church building
San Giovanni Battista a Corsano,church building
San Giovanni Battista,church building
Santi Ansano e Tommaso,church building
statistics,academic major
Visby Novisen 6,real estate
Visby Novisen 5,real estate
Visby Novisen 4,real estate
Visby Apoteket 3,real estate
Visby Apoteket 6,real estate
2006 Cup of China - ice dancing original dance,original dance
2006 Skate Canada International - ice dancing original dance,original dance
2006 Skate America - ice dancing original dance,original dance
2007 NHK Trophy - ice dancing original dance,original dance
2007 Cup of Russia - ice dancing original dance,original dance
2007 Trophée Eric Bompard - ice dancing original dance,original dance
2007 Cup of China - ice dancing original dance,original dance
2007 Skate Canada International - ice dancing original dance,original dance
2007 Skate America - ice dancing original dance,original dance
2008 NHK Trophy - ice dancing original dance,original dance
2008 Cup of Russia - ice dancing original dance,original dance
2008 Trophée Eric Bompard - ice dancing original dance,original dance
Fontaine-lavoir de Montagney,abreuvoir
Al Seckel: Visual illusions that show how we,TED talk
Sheila Patek: The shrimp with a kick!,TED talk
Susan Savage-Rumbaugh: The gentle genius of bonobos,TED talk
Chris Anderson: Technology's long tail,TED talk
Eve Ensler: Happiness in body and soul,TED talk
Stefan Sagmeister: Happiness by design,TED talk
"Jennifer Lin: Improvising on piano, aged 14",TED talk
Steven Levitt: The freakonomics of crack dealing,TED talk
"Malcolm Gladwell: Choice, happiness and spaghetti sauce",TED talk
Golan Levin: Software,TED talk
Tom Shannon: Anti-gravity sculpture,TED talk
Gregory Stock: To upgrade is human,TED talk
Don Norman: 3 ways good design makes you happy,TED talk
Bill Gross: A solar energy system that tracks the sun,TED talk
Natalie MacMaster: Fiddling in reel time,TED talk
2018 Bora-Hansgrohe,UCI WorldTeam
AG2R La Mondiale 2018,UCI WorldTeam
Astana 2018,UCI WorldTeam
Mitchelton-Scott 2018,UCI WorldTeam
Movistar 2017,UCI WorldTeam
barium-131m,isotope of barium
barium-129m,isotope of barium
barium-127m,isotope of barium
The Dalles Chronicle,newspaper
Daily Astorian,newspaper
The Asian Reporter,newspaper
West Linn Tidings,newspaper
Octomore,trademark
Invergordon distillery,trademark
1914 World Allround Speed Skating Championships for men,World Allround Speed Skating Championships for Men
1900 World Allround Speed Skating Championships for men,World Allround Speed Skating Championships for Men
1939 World All-Round Speed Skating Championships for Men,World Allround Speed Skating Championships for Men
1947 World All-Round Speed Skating Championships for Men,World Allround Speed Skating Championships for Men
1968 World All-Round Speed Skating Championships for Men,World Allround Speed Skating Championships for Men
1975 World All-Round Speed Skating Championships for Men,World Allround Speed Skating Championships for Men
1927 World All-Round Speed Skating Championships for men,World Allround Speed Skating Championships for Men
1961 World All-Round Speed Skating Championships for Men,World Allround Speed Skating Championships for Men
1957 World All-Round Speed Skating Championships for Men,World Allround Speed Skating Championships for Men
1967 World All-Round Speed Skating Championships for Men,World Allround Speed Skating Championships for Men
1898 World Allround Speed Skating Championships for men,World Allround Speed Skating Championships for Men
1971 World All-Round Speed Skating Championships for Men,World Allround Speed Skating Championships for Men
Arch of Hadrian,arch
Arc gòtic amb inscripció,arch
Arc de la casa de Mateu Tort,arch
Arcs del carrer Major,arch
Ministry of Health,ministry of health
Ministry of Health and Medical Education,ministry of health
Ministry of Health,ministry of health
United States Department of Health and Human Services,ministry of health
Ministry of Health,ministry of health
Ministry of Health of Germany,ministry of health
Collingwood Primary School,foundation school
Priory School,foundation school
Whitehouse Primary School,foundation school
King Edward Primary School,foundation school
High View Primary School,foundation school
Oakwood Primary School,foundation school
The Churchill School,foundation school
Westlands Primary School,foundation school
St Peter's Primary School,foundation school
Mount Pleasant Junior School,foundation school
West Hill Primary School,foundation school
Stanton School,foundation school
Southwood School,foundation school
Waverley Primary School,foundation school
Albemarle Primary School,foundation school
Statistical and Social Inquiry Society of Ireland,open-access publisher
Society for Immunotherapy of Cancer,open-access publisher
Plekhanov Russian Economic University,open-access publisher
Iwama,dissolved municipality of Japan
Maebaru,dissolved municipality of Japan
Ōmagari,city of Japan
Maebaru,city of Japan
Chiba,city of Japan
Shinjuku-ku,capital of prefecture
Shizuoka,capital of prefecture
Chiba,capital of prefecture
Shinjuku-ku,special ward of Japan
Shizuoka,city designated by government ordinance
1995 Canadian Open Badminton Championships,Canadian Open Badminton Championships
1992 Canadian Open Badminton Championships,Canadian Open Badminton Championships
1990 Canadian Open Badminton Championships,Canadian Open Badminton Championships
1989 Canadian Open Badminton Championships,Canadian Open Badminton Championships
1988 Canadian Open Badminton Championships,Canadian Open Badminton Championships
1987 Canadian Open Badminton Championships,Canadian Open Badminton Championships
1984 Canadian Open Badminton Championships,Canadian Open Badminton Championships
French-German Research Institute of Saint-Louis,facility
Tomen y Castell,castle ruin
Owain Glyndŵr's Mount,castle ruin
Drusenküppel,castle ruin
ruthenium-110,isotope of ruthenium
ruthenium-97,isotope of ruthenium
ruthenium-108,isotope of ruthenium
ruthenium-105,isotope of ruthenium
MS Norman Atlantic,RoPax
Ciudad de Palma,RoPax
Cruise Olympia,RoPax
Huckleberry Finn,RoPax
Silja Serenade,RoPax
Stena Nautica,RoPax
Strike the Blood,literary work
MA-160,cell line
M10T,cell line
Lu 106,cell line
LU,cell line
Led-T1,cell line
L-132,cell line
KU-7,cell line
KP-P1,cell line
KCC-TCM901,cell line
KCC-MS871,cell line
JTC-3,cell line
JTC-17,cell line
JHC,cell line
J-96,cell line
Center for Inquiry,association
Association of the Scientific Medical Societies in Germany,association
Arbeitsgemeinschaft Literarischer Gesellschaften und Gedenkstätten,association
Arbeiterwohlfahrt,association
German Mathematical Society,association
Freedom From Religion Foundation,association
Naturschutzbund Deutschland,association
American Humanist Association,association
Deutscher Sparkassen- und Giroverband e.V.,association
Gesellschaft Deutscher Chemiker,association
ADAC,association
DEHOGA,association
Gesellschaft für Informatik,association
Deutsche Röntgengesellschaft,association
silver-129,isotope of silver
silver-125,isotope of silver
silver-123,isotope of silver
silver-122,isotope of silver
silver-121,isotope of silver
silver-119,isotope of silver
silver-117,isotope of silver
silver-116,isotope of silver
silver-115,isotope of silver
silver-114,isotope of silver
silver-113,isotope of silver
silver-111,isotope of silver
The Three Caballeros,anthology film
Fantasia 2000,anthology film
"Chagas disease: ""the new HIV/AIDS of the Americas""",editorial
Magnetic resonance imaging approaches for studying alcoholism using mouse models.,editorial
"Chagas disease: ""the new HIV/AIDS of the Americas""",editorial
Proteomic solutions for analytical challenges associated with alcohol research.,editorial
Data Sharing in Historical Perspective,editorial
Proteomic solutions for analytical challenges associated with alcohol research.,editorial
Magnetic resonance imaging approaches for studying alcoholism using mouse models.,editorial
Proteomic solutions for analytical challenges associated with alcohol research.,editorial
Magnetic resonance imaging approaches for studying alcoholism using mouse models.,editorial
Proteomic solutions for analytical challenges associated with alcohol research.,editorial
"Yes, Virginia, there is a Santa Claus",editorial
Helvetica,sans-serif
South Africa women's national association football team,women's national association football team
Colombia women's national football team,women's national association football team
Republic of Ireland women's national football team,women's national association football team
Poland women's national football team,women's national association football team
Croatia women's national football team,women's national association football team
Ghana women's national football team,women's national association football team
Scotland women's national football team,women's national association football team
Portugal women's national football team,women's national association football team
Greece women's national football team,women's national association football team
Spain women's national football team,women's national association football team
Ukraine women's national football team,women's national association football team
Finland women's national football team,women's national association football team
Iceland women's national football team,women's national association football team
Netherlands women's national football team,women's national association football team
Odalisque with Slave,artwork copy
Mona Lisa,artwork copy
Perla di Modena,artwork copy
The Jimi Hendrix Experience discography,discography
Ronnie Lane & Slim Chance discography,discography
Sergio Mendes & Brasil '66 discography,discography
The Beatles Swedish discography,discography
Hank Williams With His Drifting Cowboys discography,discography
Duke Ellington Orchestra discography,discography
Sakura Gakuin discography,discography
The Beatles UK discography,discography
Iva Zanicchi international discography,discography
Porter Wagoner and Dolly Parton discography,discography
Harry and the Potters discography,discography
The Beatles international discography,discography
Jay Park discography,discography
Johnny Cash Sun Records discography,discography
Glen Campbell collaborative discography,discography
Solrock,psychic-type Pokémon
Gallade,psychic-type Pokémon
Wynaut,psychic-type Pokémon
Smoochum,psychic-type Pokémon
Starmie,psychic-type Pokémon
Metang,psychic-type Pokémon
Bronzong,psychic-type Pokémon
Azelf,psychic-type Pokémon
Slowpoke,psychic-type Pokémon
Jogo Padrão,tool
Copo,tool
Copo,tool
Copo,tool
Copo,tool
Copo,tool
Chapa Circular,tool
Chapa Circular,tool
Chapa Circular,tool
Illinois Department of Corrections,department of corrections
Florida Department of Corrections,department of corrections
Connecticut Department of Correction,department of corrections
California Department of Corrections and Rehabilitation,department of corrections
Ordynskoye,work settlement of Russia
Maslyanino,work settlement of Russia
Krasnozërskoye,work settlement of Russia
Suzun,work settlement of Russia
Kochenёvo,work settlement of Russia
Magdagachi,work settlement of Russia
Novy Urgal,work settlement of Russia
[GBN2014] 34,molecular cloud
[SXY2015] 21,molecular cloud
[GBN2014] 31,molecular cloud
[GBN2014] 72,molecular cloud
Triptych of Adriaan Reins,triptych
St John Altarpiece,triptych
Christ before Pilate,reredos
St John Altarpiece,reredos
Oberhüttensee,lake
Harike Wetland,lake
Berchtesgaden Chancellery Branch office,seat of government
Schwabach station,cultural heritage ensemble
Stadttheater Augsburg,cultural heritage ensemble
Berchtesgaden Chancellery Branch office,cultural heritage ensemble
Parkstadt Bogenhausen,cultural heritage ensemble
Literaturhaus München,cultural heritage ensemble
Boot Island National Wildlife Area,national wildlife area of Canada
Pope National Wildlife Area,national wildlife area of Canada
Rockwood National Wildlife Area,national wildlife area of Canada
Tway National Wildlife Area,national wildlife area of Canada
Stalwart National Wildlife Area,national wildlife area of Canada
Webb National Wildlife Area,national wildlife area of Canada
Raven Island National Wildlife Area,national wildlife area of Canada
Bradwell National Wildlife Area,national wildlife area of Canada
Meanook National Wildlife Area,national wildlife area of Canada
Spiers Lake National Wildlife Area,national wildlife area of Canada
Prairie National Wildlife Area,national wildlife area of Canada
Eleanor Island National Wildlife Area,national wildlife area of Canada
Coinage of the Roman Republic Online,catalogue
Dutch Art in America,catalogue
Iter Italicum,catalogue
"Catalogue of paintings in the National Gallery, London",catalogue
Foxtrot-class submarine,submarine class
Kobben-class submarine,submarine class
Aréthuse-class submarine,submarine class
Type 206 submarine,submarine class
Los Angeles-class submarine,submarine class
Trafalgar-class submarine,submarine class
Resolution class submarine,submarine class
Hotel-class submarine,submarine class
[MLF2014] 105432,Blue straggler
[MLF2014] 121380,Blue straggler
Cl* NGC 5139 BPB 81157,Blue straggler
[MLF2014] 6365,Blue straggler
Argentina at the 2018 FIFA World Cup,Argentina at the FIFA World Cup
11,repunit prime
The Persian Qanat,UNESCO World Heritage Site
City of Luxembourg: its Old Quarters and Fortifications,UNESCO World Heritage Site
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,UNESCO World Heritage Site
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",UNESCO World Heritage Site
The Battle For Wesnoth,free or open-source video game
Widelands,free or open-source video game
Freeciv,free or open-source video game
2048,free or open-source video game
Jerrabomberra Wetlands Nature Reserve,nature reserve
Kawainui and Hamakua Marsh Complex,wetland
Jerrabomberra Wetlands Nature Reserve,wetland
Bafing-Source Ramsar Site,wetland
Wikimedia Meta-Wiki,multi-script Wikimedia site
Serbian Wikipedia,multi-script Wikimedia site
Arivonimamo,district of Madagascar
Andramasina,district of Madagascar
Ambilobe,district of Madagascar
Ambatomainty,district of Madagascar
Goods and Services Tax,Act of the Parliament of India
"Union Territory Goods and Services Tax Act, 2017",Act of the Parliament of India
"Integrated Goods and Services Tax Act, 2017",Act of the Parliament of India
"Central Goods and Services Tax Act, 2017",Act of the Parliament of India
Mexico at the 2018 FIFA World Cup,Mexico at the FIFA World Cup
Holmes County,county of Mississippi
Monroe County,county of Mississippi
Madison County,county of Mississippi
Jefferson County,county of Mississippi
Greene County,county of Mississippi
electronics,branch of science
Casa di Laocoonte,domus
House of the Ara Maxima,domus
Casa del Moralista,domus
Casa dei Cubicoli floreali,domus
House of the Ceii,domus
Belgium at the 2018 FIFA World Cup,Belgium at the FIFA World Cup
Miss Mississippi's Outstanding Teen,teen competition
Miss Louisiana's Outstanding Teen,teen competition
Miss Nebraska's Outstanding Teen,teen competition
Miss Maine's Outstanding Teen,teen competition
Miss Texas' Outstanding Teen,teen competition
Miss Hawaii's Outstanding Teen,teen competition
Miss Colorado's Outstanding Teen,teen competition
WV22,tomb
KV15,tomb
KV46,tomb
KV42,tomb
KV19,tomb
KV18,tomb
KV13,tomb
Sandanski,spa town
Grace Gates,gate
"Gates, Wall and Bollards to 89 Weetwood Lane",gate
Sakassou,department of Ivory Coast
Jaqueville department,department of Ivory Coast
Dabakala Department,department of Ivory Coast
Bondoukou Department,department of Ivory Coast
Kawartha Speedway,race track
Ecce Homo,race track
Motoplex Speedway,race track
Ecce Homo,hillclimbing
Spain at the 1954 European Athletics Championships,nation at sport competition
Iran at the 1998 FIFA World Cup,nation at sport competition
The Netherlands at the football World Cup 2004,nation at sport competition
Kamačnik Canyon,canyon
253,centered heptagonal number
841,centered heptagonal number
638,centered heptagonal number
22,centered heptagonal number
148,centered heptagonal number
8,centered heptagonal number
106,centered heptagonal number
8,cube
22,pentagonal number
8,heptagonal pyramidal number
22,deficient number
253,triangular number
seventh power,integer sequence
enneadecagonal number,integer sequence
icositrigonal number,integer sequence
icosihenagonal number,integer sequence
hendecagonal number,integer sequence
tridecagonal number,integer sequence
5th power,integer sequence
octagonal number,integer sequence
hexagonal number,integer sequence
fourth power,integer sequence
seventh power,power function
6,hexagonal number
6,triangular number
Zimuto Communal Land,tribal area
Zimbiti Communal Land,tribal area
Zimbiti Communal Land,tribal area
Zhombe Communal Land,tribal area
Weya Communal Land,tribal area
Wenlock Communal Land,tribal area
Wedza Communal Land,tribal area
Uzumba Communal Land,tribal area
Ungova Communal Land,tribal area
Umtali Heights,tribal area
Tshatshani Communal Land,tribal area
Trust Land No. XVIII,tribal area
Roman Catholic Ecclesiastical Province of Tyre,ecclesiastical province
Roman Catholic Ecclesiastical Province of Kirkuk,ecclesiastical province
Ecclesiastical Province of Bangkok,ecclesiastical province
Ecclesiastical province of Košice,ecclesiastical province
Ecclesiastical province of Olomouc,ecclesiastical province
Ecclesiastical province of Pamplona and Tudela,ecclesiastical province
1975 Uber Cup,Uber Cup
1981 Uber Cup,Uber Cup
1978 Uber Cup,Uber Cup
1966 Uber Cup,Uber Cup
1963 Uber Cup,Uber Cup
Gdyel District,district of Algeria
Chellala District,district of Algeria
Boutlélis District,district of Algeria
Brézina District,district of Algeria
Valka,town divided by border
Pecka,cadastral area in the Czech Republic
Pasco–Hernando Community College,public educational institution of the United States
Pasadena City College,public educational institution of the United States
Hamburg Media School,Hochschule
Hamburg Media School,film school
Chumphon Bay,bay
Big Cleaninghole,bay
Little Armstrong Bay,bay
Tuperssuatsiat bay,bay
S'Algar,bay
Botnvika,bay
Upper New York Bay,bay
Kalvfjärden,cove
Yevpatoria Bay,cove
Upper New York Bay,cove
Ion Mobility Spectrometry,computer file
Essential Evidence-Based Medicine,computer file
Financial Modeling,computer file
Botulinum Toxin,computer file
"Dětský domov se školou, SVP a ZŠ",primary school
"Dětský domov, základní škola a ŠJ",primary school
"Dětský domov se školou, ZŠ a ŠJ",primary school
"Dětský domov se školou, ZŠ a ŠJ",primary school
Chinese Wikivoyage,Wikivoyage language edition
Kanta-Tapanila,retirement home
Rose Manor,retirement home
Burnham Westgate Hall,retirement home
Bruderhaus,retirement home
Abbaye Blanche,retirement home
Journal of Veterinary Science,APC-free journal
Journal of Postgraduate Medicine,APC-free journal
Journal of Medical Physics,APC-free journal
Journal of Indian Society of Pedodontics and Preventive Dentistry,APC-free journal
Journal of Indian Association of Pediatric Surgeons,APC-free journal
Journal of Cytology,APC-free journal
Sant'Andrea al Quirinale,titular church
"Rudná, Rožňava District",municipality of Slovakia
Gánovce,municipality of Slovakia
Žarnov,municipality of Slovakia
Ješkova Ves,municipality of Slovakia
2018 Skive-Løbet,Skive-Løbet
ondansetron,pair of enantiomers
propranolol,pair of enantiomers
(RS)-citalopram,pair of enantiomers
ondansetron,pair of enantiomers
San Rafael del Norte,municipality of Nicaragua
La Concordia,municipality of Nicaragua
Santa María de Pantasma,municipality of Nicaragua
Yalagüina,municipality of Nicaragua
San José de Cusmapa,municipality of Nicaragua
Mozonte,municipality of Nicaragua
San Sebastián de Yalí,municipality of Nicaragua
San José de Bocay,municipality of Nicaragua
Schafweid,hermitage
Riesberg,hermitage
Kölberg,hermitage
Hartmannsöd,hermitage
Frieberting,hermitage
Brand,hermitage
Sperr,hermitage
Schönhof,hermitage
Scheuereck,hermitage
Pfarrhof,hermitage
Heiß,hermitage
Hasling,hermitage
Padre Abad Province,province of Peru
Chiclayo Province,province of Peru
Daniel Alcides Carrión Province,province of Peru
Paruro Province,province of Peru
Acomayo Province,province of Peru
Portage Spillway Provincial Park,provincial park of Manitoba
Watchorn Provincial Park,provincial park of Manitoba
Poplar Bay Provincial Park,provincial park of Manitoba
Birch Point Provincial Park,provincial park of Manitoba
Wallace Lake Provincial Park,provincial park of Manitoba
Bakers Narrows Provincial Park,provincial park of Manitoba
Patricia Beach Provincial Park,provincial park of Manitoba
Memorial Provincial Park,provincial park of Manitoba
Paint Lake Provincial Park,provincial park of Manitoba
Overflowing River Provincial Park,provincial park of Manitoba
Rocky Lake Provincial Park,provincial park of Manitoba
Tushek TS 900H,supercar
aquathlon,type of sport
Swimrun,type of sport
diving,type of sport
college football,type of sport
Father Christmas,legendary figure
Father Christmas,mythical character
Liberal Party,political party
Liberal Party of Japan,political party
Democratic Party,political party
National Alliance of Liberals,political party
Liberal Party of Switzerland,political party
Uri Party,political party
Independent Democrats,political party
Whigs,political party
Liberal Party,political party
Heerhugowaard,municipality of the Netherlands
Haarlemmermeer,municipality of the Netherlands
Heerhugowaard,polder
Haarlemmermeer,polder
Attikos 10a-f,cross-reference
RE:Ala 2,cross-reference
RE:Mellodunum,cross-reference
Acilius 5,cross-reference
Tristan i Izolda,teleplay
Prva srpska železnica,teleplay
Stalin,teleplay
Selekcja II. Skorpion,teleplay
2004 Iran International Badminton Championships,Iran International Badminton Championships
2002 Ten Days of Dawn,Iran International Badminton Championships
2007 Iran International Badminton Championships,Iran International Badminton Championships
2001 Ten Days of Dawn,Iran International Badminton Championships
Aquaculture,trade magazine
Egypte/monde arabe,trade magazine
Journal of Applied Animal Research,trade magazine
UDP-N-acetylglucosamine--N-acetylmuramyl-,"protein obsoleted in UniProtKB, SwissProt, TrEMBL"
chaperone protein DnaJ    Rv2373c,protein
UDP-N-acetylglucosamine--N-acetylmuramyl-,protein
30S ribosomal protein S7    Rv0683,"protein obsoleted in UniProtKB, SwissProt, TrEMBL"
phosphoglycerate kinase    Rv1437,"protein obsoleted in UniProtKB, SwissProt, TrEMBL"
thioredoxin reductase    Rv3913,"protein obsoleted in UniProtKB, SwissProt, TrEMBL"
urease accessory protein UreF    Rv1851,"protein obsoleted in UniProtKB, SwissProt, TrEMBL"
30S ribosomal protein S7    Rv0683,protein
phosphoglycerate kinase    Rv1437,protein
thioredoxin reductase    Rv3913,protein
urease accessory protein UreF    Rv1851,protein
50S ribosomal protein L1    Rv0641,"protein obsoleted in UniProtKB, SwissProt, TrEMBL"
cation transporter ATPase J    Rv3743c,protein
potassium-transporting ATPase subunit B    Rv1030,protein
chaperone protein DnaJ    Rv2373c,"protein obsoleted in UniProtKB, SwissProt, TrEMBL"
Bazaar of Kermanshah,bazaar
Bazaar Haj Zaman,bazaar
Grand Bazaar,bazaar
Vakil Bazaar,bazaar
Uet era Ongael,salt lake
Goby Lake,salt lake
Uet era Ngermeuangel,salt lake
Clear Lake,salt lake
Sebkha el Melah,salt lake
Solar Lake,salt lake
Laguna Blanca,salt lake
Lake Retba,salt lake
Lake Enriquillo,salt lake
Lake Natron,salt lake
Detern,municipality of Germany
Uchte,municipality of Germany
Coppenbrügge,municipality of Germany
Duingen,municipality of Germany
Travis,animal actor
El Vilar,settlement of Andorra
Ransol,settlement of Andorra
Meritxell,settlement of Andorra
L'Aldosa de Canillo,settlement of Andorra
oleic acid,excipient
York City Council,English unitary authority council
Stoke-on-Trent City Council,English unitary authority council
Southampton City Council,English unitary authority council
Milton Keynes Council,English unitary authority council
Bristol City Council,English unitary authority council
Journal of Ocean and Climate,scientific journal
International Journal of Life Cycle Assessment,scientific journal
"Acta Agriculturae Scandinavica, Section B",scientific journal
Journal of Ocean and Climate,open-access journal
Western States Division: your gateway to working with NIOSH in the west,fact sheet
Become a NIOSH-Certified B Reader.,fact sheet
Using naloxone to reverse opioid overdose in the workplace: information for employers and workers,fact sheet
Responding to a suspected opioid overdose,fact sheet
Plant Production Science,society journal
"Annals of Allergy, Asthma & Immunology",society journal
Council of Vienne,synod
First Vatican Council,synod
Second Vatican Council,synod
SPARC Europe,advocacy group
India Open Data Association,advocacy group
Svenska Jägareförbundet,advocacy group
India Open Data Association,organization
CC Belgica,cultural center
CC De Borre,cultural center
CC Lokeren,cultural center
CC Gildhof,cultural center
CC Sint-Niklaas,cultural center
CC Ter Dilft,cultural center
De Warande,cultural center
CasinoKoksijde,cultural center
De Warande,organization
Abrachia,disease
As Salafiyah District,district of Yemen
Hubaysh District,district of Yemen
Jahran District,district of Yemen
Tarim District,district of Yemen
Mayfa'a District,district of Yemen
Al Makhadir District,district of Yemen
Salh District,district of Yemen
Qishn District,district of Yemen
Az Zahir District,district of Yemen
Nisab District,district of Yemen
As Sawma'ah District,district of Yemen
Brom Mayfa District,district of Yemen
Baix Camp,comarca of Catalonia
Tarragonès,comarca of Catalonia
Alt Penedès,comarca of Catalonia
Garraf,comarca of Catalonia
Anoia,comarca of Catalonia
Baix Llobregat,comarca of Catalonia
Tropical Depression Eighteen-E,tropical depression
Tropical Depression Fifteen-E,tropical depression
Tropical Depression Thirteen-E,tropical depression
Tropical Depression Nine-E,tropical depression
Tropical Depression Four-E,tropical depression
Tropical Depression One-E,tropical depression
Tropical Depression One-C,tropical depression
Tropical Depression Ten-E,tropical depression
Tropical Depression One-C,tropical depression
Tropical depression Eighteen-E,tropical depression
Tropical depression Seventeen-E,tropical depression
Tropical depression Nine-E,tropical depression
Tropical depression Twenty-Two-E,tropical depression
Tropical depression Two-C,tropical depression
Tropical depression One-C,tropical depression
Tropical Storm Gordon,tropical depression
Ciudad Lineal,district of Madrid
Centro,district of Madrid
Chamberí,district of Madrid
Fuencarral-El Pardo,district of Madrid
Vicálvaro,district of Madrid
Hortaleza,district of Madrid
Tetuán,district of Madrid
Psalms,religious text
Book of Genesis,religious text
Pima Community College,community college
Pikes Peak Community College,community college
Piedmont Virginia Community College,community college
Piedmont Community College,community college
Microsoft,software company
Doble Kara,Philippine TV series
My Faithful Husband,Philippine TV series
Pasión de Amor,Philippine TV series
On the Wings of Love,Philippine TV series
Oh My G!,Philippine TV series
Dream Dad,Philippine TV series
Bagito,Philippine TV series
Forevermore,Philippine TV series
Strawberry Lane,Philippine TV series
MasterChef Pinoy Edition,Philippine TV series
The Half Sisters,Philippine TV series
Maria Mercedes,Philippine TV series
On the Wings of Love,television series
Bagito,television series
Forevermore,television series
Jul i Svingen,television series
Jul i Valhal,television series
Sveriges Television's Christmas calendar,television series
The Julekalender,television series
Olsenbandens første kupp,television series
Pagten,television series
Jul i Valhal,miniseries
Sveriges Television's Christmas calendar,miniseries
Heroes,television series
Pretty Little Liars,television series
Smallville,television series
House,television series
Sendai,city with millions of inhabitants
Sapporo,city with millions of inhabitants
著,hanja character
漢,hanja character
著,kanji character
漢,kanji character
著,Chinese character
器,hanja character
漢,hanja character
Symphony Number One,chamber ensemble
Nous,concept
autogenesis,concept
speech organ,concept
voice,concept
anathem,concept
orogeny,engineering process
evidence,area of law
correlation,concept
orogeny,concept
evidence,concept
St Andrews,royal burgh
Sabinet journal ID,Wikidata property for authority control for academic journals
ERIH PLUS ID,Wikidata property for authority control for academic journals
PhilPapers publication ID,Wikidata property for authority control for academic journals
Research Papers in Economics Series handle,Wikidata property for authority control for academic journals
Aloha Township,township of Michigan
Almont Township,township of Michigan
Almira Township,township of Michigan
Almena Township,township of Michigan
Allouez Township,township of Michigan
Allis Township,township of Michigan
Allen Township,township of Michigan
Allegan Township,township of Michigan
Algoma Township,township of Michigan
Algansee Township,township of Michigan
Alcona Township,township of Michigan
Albion Township,township of Michigan
Anderson Township,township of Ohio
Amanda Township,township of Ohio
Amanda Township,township of Ohio
Allen Township,township of Ohio
Allen Township,township of Ohio
Silver Bow County,county of Montana
Gallatin County,county of Montana
Chouteau County,county of Montana
Carter County,county of Montana
Dorpat Voivodeship,voivodeship of the Duchy of Livonia
Wenden Voivodeship,voivodeship of the Duchy of Livonia
Wenden Voivodeship,voivodeship of the Duchy of Livonia
2015 Los Angeles Sparks season,basketball team season
2015 Indiana Fever season,basketball team season
2014 Indiana Fever season,basketball team season
2017–18 USC Trojans men's basketball team,basketball team season
2017 Minnesota Lynx season,basketball team season
2015 Connecticut Sun season,basketball team season
"1970 Tour de Romandie, Prologue",team time trial
"2018 Tour of Britain, stage 5",team time trial
"2018 Madrid Challenge by La Vuelta, stage 1",team time trial
"2018 Tour de l'Avenir, stage 4",team time trial
"2018 Czech Cycling Tour, stage 1",team time trial
"2018 Sibiu Cycling Tour, stage 3A",team time trial
"2018 Adriatica Ionica Race, stage 1",team time trial
Ferrari F50,automobile model
Porsche Carrera GT,automobile model
Bugatti EB110,automobile model
Porsche 959,automobile model
Jaguar XJ220,automobile model
Ferrari F40,automobile model
Lamborghini Diablo,automobile model
Maserati MC12,automobile model
Mercedes-Benz SLR McLaren,automobile model
Ooty Radio Telescope,Cylindrical Paraboloid
Ooty Radio Telescope,radio telescope
2008 Cup of Russia - ice dancing compulsory dance,compulsory dance
2008 Trophée Eric Bompard - ice dancing compulsory dance,compulsory dance
2008 Cup of China - ice dancing compulsory dance,compulsory dance
2008 Skate Canada International - ice dancing compulsory dance,compulsory dance
2008 Skate America - ice dancing compulsory dance,compulsory dance
2009 Cup of China - ice dancing compulsory dance,compulsory dance
2009 Rostelecom Cup - ice dancing compulsory dance,compulsory dance
2009 NHK Trophy - ice dancing compulsory dance,compulsory dance
2009 Skate America - ice dancing compulsory dance,compulsory dance
2009 Skate Canada International - ice dancing compulsory dance,compulsory dance
2005 European Figure Skating Championships - ice dancing compulsory dance,compulsory dance
